時間,温度
2019-01-19 16:11:37.852359,35.57
2019-01-19 16:11:38.857334,52.5
2019-01-19 16:11:39.860810,26.05
2019-01-19 16:11:40.861964,13.78
2019-01-19 16:11:41.866217,85.76
2019-01-19 16:11:42.869887,5.98
2019-01-19 16:11:43.871673,94.95
2019-01-19 16:11:44.876321,6.35
2019-01-19 16:11:45.882730,84.65
2019-01-19 16:11:46.887939,94.1
2019-01-19 16:11:47.892883,86.21
2019-01-19 16:11:48.899474,73.93
2019-01-19 16:11:49.903688,2.66
2019-01-19 16:11:50.908237,63.69
2019-01-19 16:11:51.913832,1.21
2019-01-19 16:11:52.915831,13.76
2019-01-19 16:11:53.917905,60.29
2019-01-19 16:11:54.919982,37.43
2019-01-19 16:11:55.922044,7.33
2019-01-19 16:11:56.925470,78.59
2019-01-19 16:11:57.927179,64.58
2019-01-19 16:11:58.931462,95.82
2019-01-19 16:11:59.938786,62.24
2019-01-19 16:12:00.944735,84.12
2019-01-19 16:12:01.951347,44.83
2019-01-19 16:12:02.957915,98.45
2019-01-19 16:12:03.961232,60.23
2019-01-19 16:12:04.964578,8.2
2019-01-19 16:12:05.968143,41.24
2019-01-19 16:12:06.975184,13.36
2019-01-19 16:12:07.978536,37.76
2019-01-19 16:12:08.982137,46.49
2019-01-19 16:12:09.986949,82.06
2019-01-19 16:12:10.992427,22.08
2019-01-19 16:12:11.998268,60.85
2019-01-19 16:12:13.003064,17.94
2019-01-19 16:12:14.009392,79.73
2019-01-19 16:12:15.013598,52.29
2019-01-19 16:12:16.021363,68.49
2019-01-19 16:12:17.023317,16.34
2019-01-19 16:12:18.028336,33.07
2019-01-19 16:12:19.031328,41.85
2019-01-19 16:12:20.035609,8.63
2019-01-19 16:12:21.040778,67.95
2019-01-19 16:12:22.046134,76.29
2019-01-19 16:12:23.050521,38.24
2019-01-19 16:12:24.056729,45.96
2019-01-19 16:12:25.063160,96.61
2019-01-19 16:12:26.068449,33.64
2019-01-19 16:12:27.073145,62.74
2019-01-19 16:12:28.076957,18.0
2019-01-19 16:12:29.084308,33.74
2019-01-19 16:12:30.088297,74.26
2019-01-19 16:12:31.090944,79.94
2019-01-19 16:12:32.094108,30.73
2019-01-19 16:12:33.097959,4.46
2019-01-19 16:12:34.099254,15.32
2019-01-19 16:12:35.103841,26.32
2019-01-19 16:12:36.106011,49.34
2019-01-19 16:12:37.110341,16.32
2019-01-19 16:12:38.115305,48.99
2019-01-19 16:12:39.117149,40.19
2019-01-19 16:12:40.123874,85.79
2019-01-19 16:12:41.125088,66.67
2019-01-19 16:12:42.126316,30.83
2019-01-19 16:12:43.127677,89.31
2019-01-19 16:12:44.131074,44.75
2019-01-19 16:12:45.136991,36.49
2019-01-19 16:12:46.142836,17.48
2019-01-19 16:12:47.146736,29.69
2019-01-19 16:12:48.153617,83.03
2019-01-19 16:12:49.161039,19.29
2019-01-19 16:12:50.164064,5.16
2019-01-19 16:12:51.170075,7.33
2019-01-19 16:12:52.176623,9.76
2019-01-19 16:12:53.182299,78.62
2019-01-19 16:12:54.188887,82.94
2019-01-19 16:12:55.193509,41.8
2019-01-19 16:12:56.199632,15.82
2019-01-19 16:12:57.202641,63.6
2019-01-19 16:12:58.205339,78.78
2019-01-19 16:12:59.207219,53.52
2019-01-19 16:13:00.210753,75.14
2019-01-19 16:13:01.216762,45.14
2019-01-19 16:13:02.227316,6.66
2019-01-19 16:13:03.229180,0.88
2019-01-19 16:13:04.230996,10.17
2019-01-19 16:13:05.234016,24.67
2019-01-19 16:13:06.237996,80.89
2019-01-19 16:13:07.242613,86.27
2019-01-19 16:13:08.248648,25.92
2019-01-19 16:13:09.254756,90.0
2019-01-19 16:13:10.259337,61.14
2019-01-19 16:13:11.261786,98.65
2019-01-19 16:13:12.267473,90.91
2019-01-19 16:13:13.270802,36.41
2019-01-19 16:13:14.273960,45.83
2019-01-19 16:13:15.276907,20.77
2019-01-19 16:13:16.282580,91.53
2019-01-19 16:13:17.285712,71.87
2019-01-19 16:13:18.328730,0.95
2019-01-19 16:13:19.334658,46.22
2019-01-19 16:13:20.341034,26.75
2019-01-19 16:13:21.347819,29.21
2019-01-19 16:13:22.352882,34.61
2019-01-19 16:13:23.359218,81.72
2019-01-19 16:13:24.364523,34.97
2019-01-19 16:13:25.367771,28.83
2019-01-19 16:13:26.370492,9.41
2019-01-19 16:13:27.375176,32.18
2019-01-19 16:13:28.380674,34.71
2019-01-19 16:13:29.386174,79.02
2019-01-19 16:13:30.391955,43.08
2019-01-19 16:13:31.397986,62.56
2019-01-19 16:13:32.400654,48.52
2019-01-19 16:13:33.403569,94.68
2019-01-19 16:13:34.406195,8.38
2019-01-19 16:13:35.417181,93.26
2019-01-19 16:13:36.423732,39.8
2019-01-19 16:13:37.429362,72.33
2019-01-19 16:13:38.432562,37.74
2019-01-19 16:13:39.438865,87.48
2019-01-19 16:13:40.443294,25.82
2019-01-19 16:13:41.447230,22.41
2019-01-19 16:13:42.449234,13.82
2019-01-19 16:13:43.454731,69.17
2019-01-19 16:13:44.461266,97.93
2019-01-19 16:13:45.466913,93.89
2019-01-19 16:13:46.468711,32.43
2019-01-19 16:13:47.473128,19.78
2019-01-19 16:13:48.477804,41.04
2019-01-19 16:13:49.481113,75.58
2019-01-19 16:13:50.484427,63.83
2019-01-19 16:13:51.490246,34.23
2019-01-19 16:13:52.496100,20.09
2019-01-19 16:13:53.498764,97.58
2019-01-19 16:13:54.504203,80.59
2019-01-19 16:13:55.507529,47.27
2019-01-19 16:13:56.514384,89.93
2019-01-19 16:13:57.520846,68.47
2019-01-19 16:13:58.522337,58.93
2019-01-19 16:13:59.525695,33.66
2019-01-19 16:14:00.529018,76.0
2019-01-19 16:14:01.533878,14.12
2019-01-19 16:14:02.536624,59.34
2019-01-19 16:14:03.541414,58.11
2019-01-19 16:14:04.552542,60.45
2019-01-19 16:14:05.560386,51.96
2019-01-19 16:14:06.562756,20.54
2019-01-19 16:14:07.569328,78.53
2019-01-19 16:14:08.573682,75.38
2019-01-19 16:14:09.580460,87.51
2019-01-19 16:14:10.585794,74.37
2019-01-19 16:14:11.588821,30.24
2019-01-19 16:14:12.593995,33.85
2019-01-19 16:14:13.599736,15.12
2019-01-19 16:14:14.602465,16.52
2019-01-19 16:14:15.607288,37.25
2019-01-19 16:14:16.610186,63.06
2019-01-19 16:14:17.613192,46.23
2019-01-19 16:14:18.615602,10.06
2019-01-19 16:14:19.616753,22.23
2019-01-19 16:14:20.620601,80.99
2019-01-19 16:14:21.625170,34.75
2019-01-19 16:14:22.628190,18.66
2019-01-19 16:14:23.633780,8.26
2019-01-19 16:14:24.637320,80.87
2019-01-19 16:14:25.641139,37.28
2019-01-19 16:14:26.647113,96.7
2019-01-19 16:14:27.650800,52.05
2019-01-19 16:14:28.654652,49.75
2019-01-19 16:14:29.660429,64.81
2019-01-19 16:14:30.664738,9.82
2019-01-19 16:14:31.668584,48.32
2019-01-19 16:14:32.673347,36.07
2019-01-19 16:14:33.678853,19.02
2019-01-19 16:14:34.685204,59.24
2019-01-19 16:14:35.686724,90.92
2019-01-19 16:14:36.692660,28.49
2019-01-19 16:14:37.696668,78.54
2019-01-19 16:14:38.700131,40.69
2019-01-19 16:14:39.704490,23.29
2019-01-19 16:14:40.707620,6.05
2019-01-19 16:14:41.713028,70.3
2019-01-19 16:14:42.715382,70.99
2019-01-19 16:14:43.720406,45.96
2019-01-19 16:14:44.726111,40.28
2019-01-19 16:14:45.731831,62.39
2019-01-19 16:14:46.734694,4.35
2019-01-19 16:14:47.739552,84.2
2019-01-19 16:14:48.745388,12.96
2019-01-19 16:14:49.749828,60.1
2019-01-19 16:14:50.752812,55.28
2019-01-19 16:14:51.754498,31.13
2019-01-19 16:14:52.760724,66.26
2019-01-19 16:14:53.765737,66.62
2019-01-19 16:14:54.769947,73.0
2019-01-19 16:14:55.773618,46.3
2019-01-19 16:14:56.779512,45.03
2019-01-19 16:14:57.784642,70.46
2019-01-19 16:14:58.789596,86.0
2019-01-19 16:14:59.794764,95.17
2019-01-19 16:15:00.802077,51.13
2019-01-19 16:15:01.808749,89.99
2019-01-19 16:15:02.811409,34.06
2019-01-19 16:15:03.813193,13.87
2019-01-19 16:15:04.824564,32.52
2019-01-19 16:15:05.829510,2.42
2019-01-19 16:15:06.832733,93.16
2019-01-19 16:15:07.836660,49.71
2019-01-19 16:15:08.842098,25.71
2019-01-19 16:15:09.845385,37.86
2019-01-19 16:15:10.851702,50.94
2019-01-19 16:15:11.856623,94.26
2019-01-19 16:15:12.860266,30.43
2019-01-19 16:15:13.866705,9.65
2019-01-19 16:15:14.872318,72.78
2019-01-19 16:15:15.874919,13.12
2019-01-19 16:15:16.877670,80.75
2019-01-19 16:15:17.880118,54.02
2019-01-19 16:15:18.885144,99.48
2019-01-19 16:15:19.887792,23.11
2019-01-19 16:15:20.893124,5.69
2019-01-19 16:15:21.898237,11.49
2019-01-19 16:15:22.900769,88.48
2019-01-19 16:15:23.903018,26.46
2019-01-19 16:15:24.907937,76.52
2019-01-19 16:15:25.913414,90.31
2019-01-19 16:15:26.918369,58.22
2019-01-19 16:15:27.924536,23.19
2019-01-19 16:15:28.930615,1.36
2019-01-19 16:15:29.933280,32.65
2019-01-19 16:15:30.937820,86.1
2019-01-19 16:15:31.938984,48.5
2019-01-19 16:15:32.944813,56.76
2019-01-19 16:15:33.950985,35.82
2019-01-19 16:15:34.957849,14.04
2019-01-19 16:15:35.961167,27.03
2019-01-19 16:15:36.964214,2.54
2019-01-19 16:15:37.967379,55.47
2019-01-19 16:15:38.969315,68.68
2019-01-19 16:15:39.972044,83.53
2019-01-19 16:15:40.975837,85.65
2019-01-19 16:15:41.977641,10.27
2019-01-19 16:15:42.983382,25.46
2019-01-19 16:15:43.986873,32.11
2019-01-19 16:15:44.990598,21.74
2019-01-19 16:15:45.996283,39.56
2019-01-19 16:15:46.999037,84.46
2019-01-19 16:15:48.003888,5.0
2019-01-19 16:15:49.010024,76.95
2019-01-19 16:15:50.016498,87.72
2019-01-19 16:15:51.018970,62.94
2019-01-19 16:15:52.025856,51.14
2019-01-19 16:15:53.029529,37.31
2019-01-19 16:15:54.032373,33.49
2019-01-19 16:15:55.037735,18.38
2019-01-19 16:15:56.044104,88.1
2019-01-19 16:15:57.046649,29.05
2019-01-19 16:15:58.049194,57.83
2019-01-19 16:15:59.051958,2.15
2019-01-19 16:16:00.056672,75.45
2019-01-19 16:16:01.061546,40.66
2019-01-19 16:16:02.065110,61.92
2019-01-19 16:16:03.070188,55.78
2019-01-19 16:16:04.073971,55.07
2019-01-19 16:16:05.078897,16.72
2019-01-19 16:16:06.083503,46.92
2019-01-19 16:16:07.085282,38.72
2019-01-19 16:16:08.088085,60.4
2019-01-19 16:16:09.093377,84.5
2019-01-19 16:16:10.099376,74.75
2019-01-19 16:16:11.105297,6.36
2019-01-19 16:16:12.109563,5.81
2019-01-19 16:16:13.113649,46.05
2019-01-19 16:16:14.117428,78.63
2019-01-19 16:16:15.122950,56.32
2019-01-19 16:16:16.126528,85.18
2019-01-19 16:16:17.127766,71.63
2019-01-19 16:16:18.131033,92.44
2019-01-19 16:16:19.133791,43.81
2019-01-19 16:16:20.137929,36.0
2019-01-19 16:16:21.144143,70.73
2019-01-19 16:16:22.148914,9.68
2019-01-19 16:16:23.150941,49.66
2019-01-19 16:16:24.157441,30.48
2019-01-19 16:16:25.163102,99.63
2019-01-19 16:16:26.168852,0.9
2019-01-19 16:16:27.172153,54.87
2019-01-19 16:16:28.178636,46.33
2019-01-19 16:16:29.182235,13.79
2019-01-19 16:16:30.186654,36.95
2019-01-19 16:16:31.192478,37.55
2019-01-19 16:16:32.195192,22.19
2019-01-19 16:16:33.201619,10.55
2019-01-19 16:16:34.208339,70.35
2019-01-19 16:16:35.215240,61.16
2019-01-19 16:16:36.217394,52.84
2019-01-19 16:16:37.220876,14.79
2019-01-19 16:16:38.223377,67.94
2019-01-19 16:16:39.228737,76.63
2019-01-19 16:16:40.233188,1.82
2019-01-19 16:16:41.236704,48.8
2019-01-19 16:16:42.241945,81.55
2019-01-19 16:16:43.247634,98.74
2019-01-19 16:16:44.249971,70.16
2019-01-19 16:16:45.255165,92.15
2019-01-19 16:16:46.260916,85.36
2019-01-19 16:16:47.266775,87.8
2019-01-19 16:16:48.272769,97.55
2019-01-19 16:16:49.279854,22.6
2019-01-19 16:16:50.286028,81.57
2019-01-19 16:16:51.290440,92.16
2019-01-19 16:16:52.294953,46.47
2019-01-19 16:16:53.300678,92.38
2019-01-19 16:16:54.303932,75.66
2019-01-19 16:16:55.308084,19.21
2019-01-19 16:16:56.314576,93.09
2019-01-19 16:16:57.318881,43.62
2019-01-19 16:16:58.321814,46.68
2019-01-19 16:16:59.328772,73.68
2019-01-19 16:17:00.330784,12.6
2019-01-19 16:17:01.334724,37.63
2019-01-19 16:17:02.339448,28.61
2019-01-19 16:17:03.341953,3.43
2019-01-19 16:17:04.347840,94.62
2019-01-19 16:17:05.353604,22.06
2019-01-19 16:17:06.358673,17.81
2019-01-19 16:17:07.365670,1.21
2019-01-19 16:17:08.370182,64.81
2019-01-19 16:17:09.372717,51.51
2019-01-19 16:17:10.379254,16.03
2019-01-19 16:17:11.384672,14.63
2019-01-19 16:17:12.389707,72.73
2019-01-19 16:17:13.395928,92.69
2019-01-19 16:17:14.400682,87.2
2019-01-19 16:17:15.405524,57.6
2019-01-19 16:17:16.408586,4.78
2019-01-19 16:17:17.414164,53.97
2019-01-19 16:17:18.420561,52.51
2019-01-19 16:17:19.423229,87.93
2019-01-19 16:17:20.427229,65.89
2019-01-19 16:17:21.432632,28.32
2019-01-19 16:17:22.436404,85.86
2019-01-19 16:17:23.440560,35.2
2019-01-19 16:17:24.446189,5.45
2019-01-19 16:17:25.448819,78.63
2019-01-19 16:17:26.453878,23.08
2019-01-19 16:17:27.457173,36.77
2019-01-19 16:17:28.460405,70.85
2019-01-19 16:17:29.465239,52.07
2019-01-19 16:17:30.467800,71.79
2019-01-19 16:17:31.471471,68.61
2019-01-19 16:17:32.480356,45.57
2019-01-19 16:17:33.485104,37.57
2019-01-19 16:17:34.491169,7.64
2019-01-19 16:17:35.496692,79.07
2019-01-19 16:17:36.499245,94.8
2019-01-19 16:17:37.503891,40.15
2019-01-19 16:17:38.508112,29.74
2019-01-19 16:17:39.514642,98.47
2019-01-19 16:17:40.521059,29.72
2019-01-19 16:17:41.527951,9.11
2019-01-19 16:17:42.533179,85.24
2019-01-19 16:17:43.538799,81.54
2019-01-19 16:17:44.541331,62.6
2019-01-19 16:17:45.546260,70.62
2019-01-19 16:17:46.548861,67.92
2019-01-19 16:17:47.551123,57.24
2019-01-19 16:17:48.552528,31.68
2019-01-19 16:17:49.557138,89.01
2019-01-19 16:17:50.559547,17.05
2019-01-19 16:17:51.564609,73.0
2019-01-19 16:17:52.569868,99.69
2019-01-19 16:17:53.572694,12.73
2019-01-19 16:17:54.574404,56.04
2019-01-19 16:17:55.579443,68.41
2019-01-19 16:17:56.583383,10.38
2019-01-19 16:17:57.588995,68.39
2019-01-19 16:17:58.594680,93.1
2019-01-19 16:17:59.599012,30.36
2019-01-19 16:18:00.605108,79.96
2019-01-19 16:18:01.611698,90.46
2019-01-19 16:18:02.616514,31.35
2019-01-19 16:18:03.622207,79.89
2019-01-19 16:18:04.630613,65.97
2019-01-19 16:18:05.633039,35.49
2019-01-19 16:18:06.639129,77.43
2019-01-19 16:18:07.644606,11.01
2019-01-19 16:18:08.649970,6.05
2019-01-19 16:18:09.654741,61.47
2019-01-19 16:18:10.659772,91.84
2019-01-19 16:18:11.665658,69.67
2019-01-19 16:18:12.667512,12.27
2019-01-19 16:18:13.669124,2.91
2019-01-19 16:18:14.671541,81.88
2019-01-19 16:18:15.673348,39.09
2019-01-19 16:18:16.676061,87.49
2019-01-19 16:18:17.678579,27.02
2019-01-19 16:18:18.681324,10.18
2019-01-19 16:18:19.685357,31.2
2019-01-19 16:18:20.691698,97.88
2019-01-19 16:18:21.694068,68.53
2019-01-19 16:18:22.699612,89.24
2019-01-19 16:18:23.704978,20.74
2019-01-19 16:18:24.710700,86.49
2019-01-19 16:18:25.713436,42.83
2019-01-19 16:18:26.718142,37.92
2019-01-19 16:18:27.724150,39.37
2019-01-19 16:18:28.726290,61.12
2019-01-19 16:18:29.731345,61.23
2019-01-19 16:18:30.737550,82.52
2019-01-19 16:18:31.740068,6.85
2019-01-19 16:18:32.744500,80.7
2019-01-19 16:18:33.750341,20.63
2019-01-19 16:18:34.758476,81.59
2019-01-19 16:18:35.761095,15.99
2019-01-19 16:18:36.764300,48.94
2019-01-19 16:18:37.770111,90.75
2019-01-19 16:18:38.772583,80.03
2019-01-19 16:18:39.778472,40.68
2019-01-19 16:18:40.784887,93.93
2019-01-19 16:18:41.789250,45.07
2019-01-19 16:18:42.795419,86.13
2019-01-19 16:18:43.798042,30.0
2019-01-19 16:18:44.802633,19.48
2019-01-19 16:18:45.808631,86.65
2019-01-19 16:18:46.813864,68.94
2019-01-19 16:18:47.815509,12.29
2019-01-19 16:18:48.822602,57.73
2019-01-19 16:18:49.826760,71.93
2019-01-19 16:18:50.832373,87.97
2019-01-19 16:18:51.837616,32.36
2019-01-19 16:18:52.844632,73.83
2019-01-19 16:18:53.851070,16.08
2019-01-19 16:18:54.853935,18.19
2019-01-19 16:18:55.856094,20.01
2019-01-19 16:18:56.858948,75.05
2019-01-19 16:18:57.862182,8.11
2019-01-19 16:18:58.864445,88.29
2019-01-19 16:18:59.866545,60.87
2019-01-19 16:19:00.869230,92.83
2019-01-19 16:19:01.873922,63.51
2019-01-19 16:19:02.879547,71.04
2019-01-19 16:19:03.882415,94.94
2019-01-19 16:19:04.885187,30.03
2019-01-19 16:19:05.889856,50.23
2019-01-19 16:19:06.892071,0.24
2019-01-19 16:19:07.895365,40.69
2019-01-19 16:19:08.900670,6.98
2019-01-19 16:19:09.905974,67.73
2019-01-19 16:19:10.911711,84.93
2019-01-19 16:19:11.916450,55.33
2019-01-19 16:19:12.921073,69.8
2019-01-19 16:19:13.924991,19.03
2019-01-19 16:19:14.929619,51.13
2019-01-19 16:19:15.935600,20.11
2019-01-19 16:19:16.940184,58.93
2019-01-19 16:19:17.944734,91.76
2019-01-19 16:19:18.947633,37.64
2019-01-19 16:19:19.949033,72.09
2019-01-19 16:19:20.953947,28.52
2019-01-19 16:19:21.957220,67.34
2019-01-19 16:19:22.960363,4.26
2019-01-19 16:19:23.966950,77.09
2019-01-19 16:19:24.973603,19.9
2019-01-19 16:19:25.975414,73.18
2019-01-19 16:19:26.978597,54.12
2019-01-19 16:19:27.981117,19.75
2019-01-19 16:19:28.984153,41.32
2019-01-19 16:19:29.985997,32.82
2019-01-19 16:19:30.988394,93.74
2019-01-19 16:19:31.994650,7.07
2019-01-19 16:19:33.001470,19.36
2019-01-19 16:19:34.007773,12.26
2019-01-19 16:19:35.012074,15.0
2019-01-19 16:19:36.018630,72.18
2019-01-19 16:19:37.024825,56.19
2019-01-19 16:19:38.029686,67.38
2019-01-19 16:19:39.035779,54.6
2019-01-19 16:19:40.041066,58.5
2019-01-19 16:19:41.043745,46.57
2019-01-19 16:19:42.048835,63.12
2019-01-19 16:19:43.054185,82.65
2019-01-19 16:19:44.059091,40.21
2019-01-19 16:19:45.061941,36.44
2019-01-19 16:19:46.063192,39.1
2019-01-19 16:19:47.066929,64.43
2019-01-19 16:19:48.072880,35.47
2019-01-19 16:19:49.076030,80.15
2019-01-19 16:19:50.079832,10.84
2019-01-19 16:19:51.083390,95.15
2019-01-19 16:19:52.084808,70.46
2019-01-19 16:19:53.088303,54.43
2019-01-19 16:19:54.094520,82.83
2019-01-19 16:19:55.096300,94.65
2019-01-19 16:19:56.101938,30.47
2019-01-19 16:19:57.107161,39.39
2019-01-19 16:19:58.109930,21.66
2019-01-19 16:19:59.114969,33.41
2019-01-19 16:20:00.117751,55.94
2019-01-19 16:20:01.121329,38.21
2019-01-19 16:20:02.126334,30.33
2019-01-19 16:20:03.131481,29.12
2019-01-19 16:20:04.134401,27.84
2019-01-19 16:20:05.141102,34.31
2019-01-19 16:20:06.143959,62.79
2019-01-19 16:20:07.147938,21.93
2019-01-19 16:20:08.157259,4.57
2019-01-19 16:20:09.167634,38.99
2019-01-19 16:20:10.177545,55.99
2019-01-19 16:20:11.186559,68.95
2019-01-19 16:20:12.189252,94.71
2019-01-19 16:20:13.194251,15.74
2019-01-19 16:20:14.203978,52.72
2019-01-19 16:20:15.212549,74.98
2019-01-19 16:20:16.221963,51.28
2019-01-19 16:20:17.228694,96.1
2019-01-19 16:20:18.234251,88.45
2019-01-19 16:20:19.243486,55.79
2019-01-19 16:20:20.252889,41.49
2019-01-19 16:20:21.259400,82.11
2019-01-19 16:20:22.269022,43.78
2019-01-19 16:20:23.275479,77.27
2019-01-19 16:20:24.284735,91.42
2019-01-19 16:20:25.294877,68.06
2019-01-19 16:20:26.305068,0.89
2019-01-19 16:20:27.313906,51.19
2019-01-19 16:20:28.324555,59.67
2019-01-19 16:20:29.332895,26.94
2019-01-19 16:20:30.343536,29.28
2019-01-19 16:20:31.353694,47.8
2019-01-19 16:20:32.365436,98.91
2019-01-19 16:20:33.373365,48.38
2019-01-19 16:20:34.383247,66.2
2019-01-19 16:20:35.393328,97.18
2019-01-19 16:20:36.401542,18.72
2019-01-19 16:20:37.410743,32.12
2019-01-19 16:20:38.420065,11.8
2019-01-19 16:20:39.430958,79.49
2019-01-19 16:20:40.439286,42.91
2019-01-19 16:20:41.451075,87.68
2019-01-19 16:20:42.460363,20.76
2019-01-19 16:20:43.467778,60.51
2019-01-19 16:20:44.473259,40.15
2019-01-19 16:20:45.484889,18.77
2019-01-19 16:20:46.498095,89.74
2019-01-19 16:20:47.507030,45.25
2019-01-19 16:20:48.518513,56.83
2019-01-19 16:20:49.521537,16.73
2019-01-19 16:20:50.526416,20.45
2019-01-19 16:20:51.530970,21.86
2019-01-19 16:20:52.537601,72.43
2019-01-19 16:20:53.546601,8.21
2019-01-19 16:20:54.555797,72.15
2019-01-19 16:20:55.566267,18.5
2019-01-19 16:20:56.575509,7.56
2019-01-19 16:20:57.584867,27.38
2019-01-19 16:20:58.587620,95.66
2019-01-19 16:20:59.594270,38.21
2019-01-19 16:21:00.604799,34.42
2019-01-19 16:21:01.616909,19.56
2019-01-19 16:21:02.628099,79.25
2019-01-19 16:21:03.635968,66.01
2019-01-19 16:21:04.646333,4.36
2019-01-19 16:21:05.655314,57.46
2019-01-19 16:21:06.658975,58.67
2019-01-19 16:21:07.664300,99.13
2019-01-19 16:21:08.672944,20.64
2019-01-19 16:21:09.680803,73.38
2019-01-19 16:21:10.685608,99.18
2019-01-19 16:21:11.692226,85.71
2019-01-19 16:21:12.702947,23.38
2019-01-19 16:21:13.712282,55.63
2019-01-19 16:21:14.717263,29.53
2019-01-19 16:21:15.725367,8.26
2019-01-19 16:21:16.729800,67.51
2019-01-19 16:21:17.736232,24.51
2019-01-19 16:21:18.746868,54.57
2019-01-19 16:21:19.753513,99.36
2019-01-19 16:21:20.761608,42.79
2019-01-19 16:21:21.773362,41.81
2019-01-19 16:21:22.779975,80.27
2019-01-19 16:21:23.790896,14.51
2019-01-19 16:21:24.801016,25.66
2019-01-19 16:21:25.808009,19.99
2019-01-19 16:21:26.818247,85.11
2019-01-19 16:21:27.827208,87.43
2019-01-19 16:21:28.837166,62.17
2019-01-19 16:21:29.847156,34.48
2019-01-19 16:21:30.857775,46.91
2019-01-19 16:21:31.869266,75.9
2019-01-19 16:21:32.879887,12.61
2019-01-19 16:21:33.884605,86.51
2019-01-19 16:21:34.898230,43.04
2019-01-19 16:21:35.902998,51.02
2019-01-19 16:21:36.911061,3.49
2019-01-19 16:21:37.913334,2.17
2019-01-19 16:21:38.924714,91.07
2019-01-19 16:21:39.930354,96.41
2019-01-19 16:21:40.934621,88.57
2019-01-19 16:21:41.937891,53.39
2019-01-19 16:21:42.948812,22.93
2019-01-19 16:21:43.956338,8.72
2019-01-19 16:21:44.964867,30.45
2019-01-19 16:21:45.973014,59.64
2019-01-19 16:21:46.979290,65.18
2019-01-19 16:21:47.991357,20.46
2019-01-19 16:21:48.996549,60.23
2019-01-19 16:21:50.005021,87.05
2019-01-19 16:21:51.014091,32.79
2019-01-19 16:21:52.025746,46.23
2019-01-19 16:21:53.030789,6.91
2019-01-19 16:21:54.036166,34.26
2019-01-19 16:21:55.037701,82.02
2019-01-19 16:21:56.043899,32.44
2019-01-19 16:21:57.053589,17.07
2019-01-19 16:21:58.062690,72.32
2019-01-19 16:21:59.069212,50.84
2019-01-19 16:22:00.077863,53.37
2019-01-19 16:22:01.089140,85.08
2019-01-19 16:22:02.100632,99.4
2019-01-19 16:22:03.105398,14.0
2019-01-19 16:22:04.111100,91.52
2019-01-19 16:22:05.118436,87.23
2019-01-19 16:22:06.123560,94.0
2019-01-19 16:22:07.129345,20.45
2019-01-19 16:22:08.133797,59.14
2019-01-19 16:22:09.136698,41.14
2019-01-19 16:22:10.140264,0.72
2019-01-19 16:22:11.145797,51.29
2019-01-19 16:22:12.149892,19.36
2019-01-19 16:22:13.153136,42.17
2019-01-19 16:22:14.156984,49.34
2019-01-19 16:22:15.162997,67.7
2019-01-19 16:22:16.168172,17.9
2019-01-19 16:22:17.169211,4.95
2019-01-19 16:22:18.174437,96.58
2019-01-19 16:22:19.177876,82.8
2019-01-19 16:22:20.183451,54.93
2019-01-19 16:22:21.189633,38.84
2019-01-19 16:22:22.196083,70.02
2019-01-19 16:22:23.201534,51.65
2019-01-19 16:22:24.206314,85.08
2019-01-19 16:22:25.211540,68.82
2019-01-19 16:22:26.216820,94.61
2019-01-19 16:22:27.218367,57.66
2019-01-19 16:22:28.221557,40.86
2019-01-19 16:22:29.228054,33.46
2019-01-19 16:22:30.232576,78.41
2019-01-19 16:22:31.234780,9.96
2019-01-19 16:22:32.237430,68.2
2019-01-19 16:22:33.242443,56.89
2019-01-19 16:22:34.245057,46.19
2019-01-19 16:22:35.252769,95.87
2019-01-19 16:22:36.255867,89.51
2019-01-19 16:22:37.262803,18.43
2019-01-19 16:22:38.269462,30.64
2019-01-19 16:22:39.273973,39.48
2019-01-19 16:22:40.280065,47.08
2019-01-19 16:22:41.285740,95.74
2019-01-19 16:22:42.289116,84.09
2019-01-19 16:22:43.295464,93.72
2019-01-19 16:22:44.300084,85.23
2019-01-19 16:22:45.304006,34.32
2019-01-19 16:22:46.308863,67.37
2019-01-19 16:22:47.312964,56.59
2019-01-19 16:22:48.315836,7.78
2019-01-19 16:22:49.321914,65.35
2019-01-19 16:22:50.327491,4.92
2019-01-19 16:22:51.331880,99.25
2019-01-19 16:22:52.335233,22.15
2019-01-19 16:22:53.341722,17.89
2019-01-19 16:22:54.345492,48.87
2019-01-19 16:22:55.348688,33.1
2019-01-19 16:22:56.355289,60.45
2019-01-19 16:22:57.359133,84.14
2019-01-19 16:22:58.361571,57.9
2019-01-19 16:22:59.363392,88.51
2019-01-19 16:23:00.364899,12.65
2019-01-19 16:23:01.369154,5.52
2019-01-19 16:23:02.372239,56.74
2019-01-19 16:23:03.377044,40.23
2019-01-19 16:23:04.381341,47.31
2019-01-19 16:23:05.385273,94.84
2019-01-19 16:23:06.387794,39.5
2019-01-19 16:23:07.392135,15.59
2019-01-19 16:23:08.396639,32.75
2019-01-19 16:23:09.401667,45.44
2019-01-19 16:23:10.407414,74.5
2019-01-19 16:23:11.409836,17.26
2019-01-19 16:23:12.415960,44.34
2019-01-19 16:23:13.421293,22.78
2019-01-19 16:23:14.425739,99.61
2019-01-19 16:23:15.428873,41.3
2019-01-19 16:23:16.433057,33.76
2019-01-19 16:23:17.435056,1.94
2019-01-19 16:23:18.440806,78.75
2019-01-19 16:23:19.443033,39.36
